"ip","fetch_error","bogon","hostname","anycast","city","region","country","postal","loc","timezone","asn","asn_name","asn_domain","asn_route","asn_type","abuse_address","abuse_country","abuse_email","abuse_name","abuse_network","abuse_phone","company_name","company_domain","company_type","carrier_name","carrier_mcc","carrier_mnc","is_vpn","is_proxy","is_tor","is_relay","is_hosting","privacy_service"
"54.239.28.85",,,,,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS16509","Amazon.com, Inc.","amazon.com","54.239.16.0/20","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.224.0.0/11","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"151.101.1.111",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.0.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"198.54.115.30",,,"premium31-2.web-hosting.com",,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS22612","Namecheap, Inc.","namecheap.com","198.54.115.0/24","hosting","US, CA, Los Angeles, 11400 W. Olympic Blvd. Suite 200, 90064","US","abuse@namecheaphosting.com","Abuse team","198.54.115.30/32","+1-323-375-2822","Namecheap, Inc.","namecheap.com","hosting",,,,false,false,false,false,true,""
"13.32.208.18",,,"server-13-32-208-18.iad66.r.cloudfront.net",,"South Riding","Virginia","US","20152","38.9209,-77.5039","America/New_York","AS16509","Amazon.com, Inc.","amazon.com","13.32.208.0/23","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","13.32.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"172.67.138.231",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.128.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"87.236.16.254",,,"ssl.sumo.beget.com",,"Moscow","Moscow","RU","101000","55.7522,37.6156","Europe/Moscow","AS198610","Beget LLC","beget.com","87.236.16.0/24","hosting","Beget LLC, Karla Faberzhe st., n. 8B, 195112, St. Petersburg, RUSSIAN FEDERATION","RU","abuse@beget.ru","Abuse-C Role","87.236.16.0/24","+78123854136","Beget Ltd","beget.ru","hosting",,,,false,false,false,false,true,""
"104.26.10.39",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"151.101.194.133",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.192.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"151.101.66.49",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.64.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"151.101.130.133",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.128.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"172.67.158.101",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.144.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"172.67.223.11",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.208.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"51.178.66.33",,,"ns31226493.ip-51-178-66.eu",,"Strasbourg","Grand Est","FR","67000","48.5839,7.7455","Europe/Paris","AS16276","OVH SAS","ovhcloud.com","51.178.0.0/16","hosting","OVH SAS, 2 Rue Kellermann, 59100 ROUBAIX, FRANCE","FR","abuse@ovh.net","Abuse-C Role","51.178.66.0/24","","OVH SAS","ovh.net","hosting",,,,false,false,false,false,true,""
"18.139.89.22",,,"ec2-18-139-89-22.ap-southeast-1.compute.amazonaws.com",,"Singapore","Singapore","SG","018989","1.2897,103.8501","Asia/Singapore","AS16509","Amazon.com, Inc.","amazon.com","18.138.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.138.0.0/15","+1-206-555-0000","Amazon Data Services Singapore","amazon.com","hosting",,,,false,false,false,false,true,""
"65.9.86.17",,,"server-65-9-86-17.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"192.249.114.200",,,"ded5320.inmotionhosting.com",,"Los Angeles","California","US","90009","34.0522,-118.2437","America/Los_Angeles","AS22611","InMotion Hosting, Inc.","inmotionhosting.com","192.249.114.0/23","hosting","US, CA, El Segundo, 360 N. Pacific Coast Hwy, Suite 1055, 90245","US","abuse@inmotionhosting.com","Systems Team","192.249.112.0/20","+1-888-321-4678","InMotion Hosting, Inc.","inmotionhosting.com","hosting",,,,false,false,false,false,true,""
"65.9.86.122",,,"server-65-9-86-122.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"142.11.206.174",,,"hwsrv-535016.hostwindsdns.com",,"Dallas","Texas","US","75201","32.7831,-96.8067","America/Chicago","AS54290","Hostwinds LLC.","hostwinds.com","142.11.192.0/18","hosting","US, WA, Seattle, 12101 Tukwila International Blvd, 3rd Floor, Suite 320, 98168","US","abuse@hostwinds.com","Hostwinds Abuse Center","142.11.206.0/24","+1-206-886-0665","Hostwinds Seattle","hostwinds.com","hosting",,,,false,false,false,false,true,""
"52.222.139.12",,,"server-52-222-139-12.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","52.222.136.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.222.128.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"172.67.69.81",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"70.40.216.90",,,"box2120.bluehost.com",,"Mesa","Arizona","US","85214","33.4223,-111.8226","America/Phoenix","AS46606","Unified Layer","endurance.com","70.40.192.0/19","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@bluehost.com","Network Operations Center","70.40.192.0/19","+1-801-765-9400","Unified Layer","unifiedlayer.com","hosting",,,,false,false,false,false,true,""
"46.30.213.64",,,"webcluster1.webpod13-cph3.one.com",,"Copenhagen","Capital Region","DK","1072","55.6759,12.5655","Europe/Copenhagen","AS51468","One.com A/S","one.com","46.30.208.0/21","hosting","One.com, Kalvebod Brygge 24, DK-1560 Copenhagen V, Denmark","DK","abuse@one.com","One.com RIPE Administrators","46.30.212.0/22","","One.com A/S","one.com","hosting",,,,false,false,false,false,true,""
"151.101.2.207",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.0.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"54.72.214.246",,,"ec2-54-72-214-246.eu-west-1.compute.amazonaws.com",,"Dublin","Leinster","IE","D02","53.3331,-6.2489","Europe/Dublin","AS16509","Amazon.com, Inc.","amazon.com","54.72.0.0/16","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.72.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"162.213.251.214",,,"premium85-1.web-hosting.com",,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS22612","Namecheap, Inc.","namecheap.com","162.213.251.0/24","hosting","US, CA, Los Angeles, 11400 W. Olympic Blvd. Suite 200, 90064","US","abuse@namecheaphosting.com","Abuse team","162.213.251.214/32","+1-323-375-2822","Namecheap, Inc.","namecheap.com","hosting",,,,false,false,false,false,true,""
"62.149.128.160",,,"mxd1.aruba.it",,"Milan","Lombardy","IT","20121","45.4643,9.1895","Europe/Rome","AS31034","Aruba S.p.A.","aruba.it","62.149.128.0/19","isp","Aruba S.p.A., via S.Clemente 53, 24036 Ponte San Pietro (BG), Italy","AW","abuse@staff.aruba.it","ARUBA Network","62.149.128.0/19","+39 0575 0505","Aruba S.p.A. - Shared Hosting and Mail services","aruba.it","isp",,,,false,false,false,false,false,""
"23.206.115.162",,,"a23-206-115-162.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","23.206.112.0/22","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","23.206.112.0/22","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
"104.21.22.131",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.16.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"108.156.60.125",,,"server-108-156-60-125.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","108.156.56.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","108.156.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"65.9.86.92",,,"server-65-9-86-92.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"18.65.39.30",,,"server-18-65-39-30.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","18.65.32.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.64.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"34.90.119.0",,,"0.119.90.34.bc.googleusercontent.com",,"Groningen","Groningen","NL","9711","53.2192,6.5667","Europe/Amsterdam","AS396982","Google LLC","google.com","34.90.112.0/20","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","34.64.0.0/10","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"104.18.40.72",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.40.0/24","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"87.248.116.12",,,"e2.ycpi.vip.amb.yahoo.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS203219","Yahoo! UK Services Limited","yahoo.com","87.248.116.0/24","business","Yahoo Inc, 701 First Ave, Sunnyvale, CA 94089","IE","rir-abuse@verizonmedia.com","Network Abuse","87.248.116.0/24","","Yahoo! Europe","yahoo.com","business",,,,false,false,false,false,false,""
"104.26.9.148",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"65.9.86.104",,,"server-65-9-86-104.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"54.199.90.60",,,"ec2-54-199-90-60.ap-northeast-1.compute.amazonaws.com",,"Tokyo","Tokyo","JP","101-8656","35.6895,139.6917","Asia/Tokyo","AS16509","Amazon.com, Inc.","amazon.com","54.199.0.0/17","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.199.0.0/16","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"65.9.86.12",,,"server-65-9-86-12.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"54.68.182.72",,,"ec2-54-68-182-72.us-west-2.compute.amazonaws.com",,"Boardman","Oregon","US","97818","45.8399,-119.7006","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","54.68.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.64.0.0/11","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"52.214.114.199",,,"ec2-52-214-114-199.eu-west-1.compute.amazonaws.com",,"Dublin","Leinster","IE","D02","53.3331,-6.2489","Europe/Dublin","AS16509","Amazon.com, Inc.","amazon.com","52.208.0.0/13","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.208.0.0/13","+1-206-555-0000","Amazon Data Services Ireland Limited","amazon.com","hosting",,,,false,false,false,false,true,""
"52.89.121.48",,,"ec2-52-89-121-48.us-west-2.compute.amazonaws.com",,"Boardman","Oregon","US","97818","45.8399,-119.7006","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","52.88.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.84.0.0-52.95.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"172.67.70.65",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.86.110.26",,,"a104-86-110-26.deploy.static.akamaitechnologies.com",,"London","England","GB","EC1A","51.5085,-0.1257","Europe/London","AS20940","Akamai International B.V.","akamai.com","104.86.110.0/23","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","104.86.110.0/23","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
